kenteken;voertuigsoort;merk;handelsbenaming;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;plaats_chassisnummer;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;maximum_last_onder_de_vooras_sen_tezamen_koppeling;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;cilinderinhoud;vervaldatum_apk;vervaldatum_apk_dt;toegestane_maximum_massa_voertuig;laadvermogen;aantal_zitplaatsen;maximum_massa_trekken_ongeremd;maximum_trekken_massa_geremd;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;bruto_bpm;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;maximum_ondersteunende_snelheid;type_gasinstallatie
00NTD7;Personenauto;PEUGEOT;PEUGEOT 107;20200825;hatchback;GEEL;Niet geregistreerd;3;775;875;20101112;20101112;Geen verstrekking in Open Data;Ja;2;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-08-25T00:00:00.000;2010-11-12T00:00:00.000;2010-11-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230824;2023-08-24T00:00:00.000;1180;;4;;;;;;9270;P*****;e11*2001/116*0237*08;MCFB;4;0;A;;
00NTD8;Personenauto;PEUGEOT;308;20210108;MPV;GRIJS;Niet geregistreerd;4;1385;1485;20101111;20101111;Geen verstrekking in Open Data;Ja;4;4;0;0;450;0;M1;r. tegen schroefveerkoker onder motorkap;1970;0;0.06;271;Nee;Nee;Nee;3120;2023;Logisch;00;Ja;2021-01-08T00:00:00.000;2010-11-11T00:00:00.000;2010-11-11T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1560;20240107;2024-01-07T00:00:00.000;1970;;5;740;1400;;;6251;25750;4*****;e2*2001/116*0362*22;E9HR;8/1;0;B;;
00NTG9;Personenauto;PEUGEOT;PEUGEOT 107;20150107;hatchback;GRIJS;Niet geregistreerd;3;815;915;20110114;20110114;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.05;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2015-01-07T00:00:00.000;2011-01-14T00:00:00.000;2011-01-14T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20240114;2024-01-14T00:00:00.000;1190;;4;;;;;;11670;P*****;e11*2001/116*0237*08;NCFB;0/P;0;A;;
00NTL7;Personenauto;PEUGEOT;206+;20210831;hatchback;ZWART;Niet geregistreerd;4;920;1020;20101123;20101123;Geen verstrekking in Open Data;Ja;4;4;0;0;387;0;M1;r. kofferruimte;1384;0;0.04;244;Nee;Nee;Nee;1884;2022;Logisch;00;Ja;2021-08-31T00:00:00.000;2010-11-23T00:00:00.000;2010-11-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1124;20230830;2023-08-30T00:00:00.000;1384;;5;485;750;;;1697;10970;2*****;e2*2001/116*0374*05;MHFX;A;0;C;;
00NTP4;Personenauto;PEUGEOT;PEUGEOT BIPPER;20210529;MPV;BLAUW;Niet geregistreerd;4;1155;1255;20101118;20101118;Geen verstrekking in Open Data;Ja;0;4;0;0;0;0;M1;r. op bodemplaat v. r. voorzitting;1690;1;0.04;251;Nee;Nee;Nee;2290;2022;Logisch;00;Ja;2021-05-29T00:00:00.000;2010-11-18T00:00:00.000;2010-11-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20230607;2023-06-07T00:00:00.000;1690;;5;400;600;;;3228;16200;A;e3*2001/116*0272*04;JKFV;C/H;0;D;;
00NTP5;Personenauto;PEUGEOT;PEUGEOT 107;20101203;hatchback;ZWART;Niet geregistreerd;3;780;880;20101126;20101126;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2010-12-03T00:00:00.000;2010-11-26T00:00:00.000;2010-11-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231204;2023-12-04T00:00:00.000;1190;;4;;;;;;10320;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NTS6;Personenauto;PEUGEOT;PEUGEOT 107;20180608;hatchback;WIT;Niet geregistreerd;3;775;875;20101123;20101123;Geen verstrekking in Open Data;Ja;2;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2018-06-08T00:00:00.000;2010-11-23T00:00:00.000;2010-11-23T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230301;2023-03-01T00:00:00.000;1180;;4;;;;;;10010;P*****;e11*2001/116*0237*08;MCFB;4;0;A;;
00NTV5;Personenauto;PEUGEOT;PEUGEOT 107;20170104;hatchback;GRIJS;Niet geregistreerd;3;780;880;20101122;20101122;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2017-01-04T00:00:00.000;2010-11-22T00:00:00.000;2010-11-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231127;2023-11-27T00:00:00.000;1190;;4;;;;;;9570;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NTX7;Personenauto;PEUGEOT;207;20170126;hatchback;WIT;Niet geregistreerd;4;1140;1240;20080828;20101229;Geen verstrekking in Open Data;Ja;2;4;0;0;403;0;M1;r. op schutbord onder motorkap;1640;0;0.06;254;Nee;Nee;Nee;2580;2023;Geen oordeel;05;Ja;2017-01-26T00:00:00.000;2008-08-28T00:00:00.000;2010-12-29T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1397;20240123;2024-01-23T00:00:00.000;1640;;5;600;1150;;;3000;;W*****;e2*2001/116*0340*06;A8FS;C;0;B;0.00;
00NTZ3;Personenauto;PEUGEOT;308;20160130;MPV;BLAUW;Niet geregistreerd;4;1262;1362;20101122;20101122;Geen verstrekking in Open Data;Ja;4;4;0;0;428;0;M1;r. tegen schroefveerkoker onder motorkap;1815;0;0.06;261;Nee;Nee;Nee;3315;2022;Logisch;00;Ja;2016-01-30T00:00:00.000;2010-11-22T00:00:00.000;2010-11-22T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20231112;2023-11-12T00:00:00.000;1815;;5;680;1500;;;5007;26150;4*****;e2*2001/116*0362*24;C5FS;0;0;B;;
00NVB9;Personenauto;PEUGEOT;PEUGEOT 107;20200122;hatchback;GRIJS;Niet geregistreerd;3;780;880;20110112;20110112;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2023;Logisch;00;Ja;2020-01-22T00:00:00.000;2011-01-12T00:00:00.000;2011-01-12T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20240125;2024-01-25T00:00:00.000;1190;;4;;;;;;9570;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NVF7;Personenauto;PEUGEOT;PEUGEOT 107;20210223;hatchback;ZWART;Niet geregistreerd;3;780;880;20101130;20101130;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-02-23T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231125;2023-11-25T00:00:00.000;1190;;4;;;;;;10320;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NVH8;Personenauto;PEUGEOT;PEUGEOT 107;20200113;hatchback;BLAUW;Niet geregistreerd;3;780;880;20101130;20101130;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2020-01-13T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230731;2023-07-31T00:00:00.000;1190;;4;;;;;;10320;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NVK6;Personenauto;PEUGEOT;PEUGEOT 107;20170526;hatchback;ZWART;Niet geregistreerd;3;780;880;20101130;20101130;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2017-05-26T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231011;2023-10-11T00:00:00.000;1190;;4;;;;;;10320;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NVK7;Personenauto;PEUGEOT;308;20210318;MPV;GRIJS;Niet geregistreerd;4;1262;1362;20110106;20110106;Geen verstrekking in Open Data;Ja;4;4;0;0;428;0;M1;r. tegen schroefveerkoker onder motorkap;1815;0;0.06;261;Nee;Nee;Nee;3315;2022;Logisch;00;Ja;2021-03-18T00:00:00.000;2011-01-06T00:00:00.000;2011-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20240106;2024-01-06T00:00:00.000;1815;;5;680;1500;;;5007;26150;4*****;e2*2001/116*0362*24;C5FS;0;0;B;;
00NVP3;Personenauto;PEUGEOT;PEUGEOT 107;20200619;hatchback;ZWART;Niet geregistreerd;3;780;880;20101130;20101130;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2020-06-19T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230615;2023-06-15T00:00:00.000;1190;;4;;;;;;10320;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NVP4;Personenauto;PEUGEOT;PEUGEOT 107;20210102;hatchback;BLAUW;Niet geregistreerd;3;780;880;20101210;20101210;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-01-02T00:00:00.000;2010-12-10T00:00:00.000;2010-12-10T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231221;2023-12-21T00:00:00.000;1190;;4;;;;;;10320;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NVT1;Personenauto;PEUGEOT;PEUGEOT 107;20220113;hatchback;ZWART;Niet geregistreerd;3;780;880;20101130;20101130;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2023;Logisch;00;Ja;2022-01-13T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20240215;2024-02-15T00:00:00.000;1190;;4;;;;;;10320;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NVT2;Personenauto;PEUGEOT;206+;20210402;hatchback;ZWART;Niet geregistreerd;4;927;1027;20101130;20101130;Geen verstrekking in Open Data;Ja;4;4;0;0;387;0;M1;r. kofferruimte;1421;0;0.05;244;Nee;Nee;Nee;2321;2022;Logisch;00;Ja;2021-04-02T00:00:00.000;2010-11-30T00:00:00.000;2010-11-30T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20230329;2023-03-29T00:00:00.000;1421;;5;510;1178;;;2439;12870;2*****;e2*2001/116*0374*06;MKFW;A;0;D;;
00NVX7;Personenauto;PEUGEOT;308;20221123;MPV;GRIJS;Niet geregistreerd;4;1262;1362;20101209;20101209;Geen verstrekking in Open Data;Ja;4;4;0;0;428;0;M1;r. tegen schroefveerkoker onder motorkap;1815;0;0.06;261;Nee;Nee;Nee;3315;2022;Logisch;00;Ja;2022-11-23T00:00:00.000;2010-12-09T00:00:00.000;2010-12-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20231123;2023-11-23T00:00:00.000;1815;;5;680;1500;;;4418;23740;4*****;e2*2001/116*0362*24;C5FS;0/1;0;B;;
00NXG5;Personenauto;PEUGEOT;PEUGEOT 107;20180219;hatchback;WIT;Niet geregistreerd;3;780;880;20101209;20101209;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2018-02-19T00:00:00.000;2010-12-09T00:00:00.000;2010-12-09T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231212;2023-12-12T00:00:00.000;1190;;4;;;;;;10000;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NXH4;Personenauto;PEUGEOT;308;20120620;MPV;ZWART;Niet geregistreerd;4;1262;1362;20110108;20110108;Geen verstrekking in Open Data;Ja;4;4;0;0;428;0;M1;r. tegen schroefveerkoker onder motorkap;1815;0;0.06;261;Nee;Nee;Nee;3315;2022;Logisch;00;Ja;2012-06-20T00:00:00.000;2011-01-08T00:00:00.000;2011-01-08T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20240108;2024-01-08T00:00:00.000;1815;;5;680;1500;;;4418;23740;4*****;e2*2001/116*0362*24;C5FS;0/1;0;B;;
00NXL4;Personenauto;PEUGEOT;207;20210106;hatchback;GRIJS;Niet geregistreerd;4;1134;1234;20101220;20101220;Geen verstrekking in Open Data;Ja;4;4;0;0;403;0;M1;r. op schutbord onder motorkap;1643;0;0.06;254;Nee;Nee;Nee;2583;2022;Logisch;00;Ja;2021-01-06T00:00:00.000;2010-12-20T00:00:00.000;2010-12-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1397;20230613;2023-06-13T00:00:00.000;1643;;5;600;1150;;;3037;17840;W*****;e2*2001/116*0340*17;C8FP;0/1;0;B;;
00NXN2;Personenauto;PEUGEOT;PEUGEOT 107;20120612;hatchback;BLAUW;Niet geregistreerd;3;780;880;20101215;20101215;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2012-06-12T00:00:00.000;2010-12-15T00:00:00.000;2010-12-15T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20231215;2023-12-15T00:00:00.000;1190;;4;;;;;;10320;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NXP2;Personenauto;PEUGEOT;PEUGEOT 107;20220816;hatchback;ZWART;Niet geregistreerd;3;775;875;20101217;20101217;Geen verstrekking in Open Data;Ja;2;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1180;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2022-08-16T00:00:00.000;2010-12-17T00:00:00.000;2010-12-17T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230902;2023-09-02T00:00:00.000;1180;;4;;;;;;9580;P*****;e11*2001/116*0237*07;MCFA;C;0;A;;
00NXS1;Personenauto;PEUGEOT;5008;20101218;MPV;GRIJS;Niet geregistreerd;4;1465;1565;20101218;20101218;Geen verstrekking in Open Data;Ja;4;4;0;0;453;0;M1;r. by schroefveerkoker;2225;0;0.07;273;Nee;Nee;Nee;3425;2022;Logisch;00;Ja;2010-12-18T00:00:00.000;2010-12-18T00:00:00.000;2010-12-18T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20231007;2023-10-07T00:00:00.000;2225;;7;750;1500;;;7250;35620;0*****;e2*2007/46*0004*04;E5FV;8;0;C;0.00;
00NXT4;Personenauto;PEUGEOT;5008;20180616;MPV;GRIJS;Niet geregistreerd;4;1405;1505;20110126;20110126;Geen verstrekking in Open Data;Ja;4;4;0;0;453;0;M1;r. by schroefveerkoker;2190;0;0.06;273;Nee;Nee;Nee;3290;2023;Logisch;00;Ja;2018-06-16T00:00:00.000;2011-01-26T00:00:00.000;2011-01-26T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20240126;2024-01-26T00:00:00.000;2190;;7;750;1400;;;5890;29830;0*****;e2*2007/46*0004*04;E5FS;0/1;0;B;0.00;
00NXV9;Personenauto;PEUGEOT;207;20141124;MPV;GRIJS;Niet geregistreerd;4;1179;1279;20110107;20110107;Geen verstrekking in Open Data;Ja;4;4;0;0;403;0;M1;r. op schutbord onder motorkap;1711;0;0.07;254;Nee;Nee;Nee;2671;2022;Logisch;00;Ja;2014-11-24T00:00:00.000;2011-01-07T00:00:00.000;2011-01-07T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1598;20231009;2023-10-09T00:00:00.000;1711;;5;600;1150;;;4360;22250;W*****;e2*2001/116*0340*21;C5FS;9/1;0;C;0.00;
00NZB3;Personenauto;PEUGEOT;PEUGEOT 107;20200402;hatchback;ZWART;Niet geregistreerd;3;780;880;20110120;20110120;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2020-04-02T00:00:00.000;2011-01-20T00:00:00.000;2011-01-20T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230330;2023-03-30T00:00:00.000;1190;;4;;;;;;10320;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NZD8;Personenauto;PEUGEOT;207;20110103;hatchback;GRIJS;Niet geregistreerd;4;1064;1164;20110103;20110103;Geen verstrekking in Open Data;Ja;4;4;0;0;403;0;M1;r. op schutbord onder motorkap;1643;0;0.06;254;Nee;Nee;Nee;2583;2022;Logisch;00;Ja;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;2011-01-03T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1397;20240103;2024-01-03T00:00:00.000;1643;;5;580;1150;;;2932;17570;W*****;e2*2001/116*0340*22;C8FP;0/1;0;B;0.00;
00NZH6;Personenauto;PEUGEOT;PEUGEOT 107;20211006;hatchback;BLAUW;Niet geregistreerd;3;780;880;20101231;20101231;Geen verstrekking in Open Data;Ja;4;4;0;0;345;0;M1;r. op bodemplaat by voorzitting;1190;0;0.06;234;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2021-10-06T00:00:00.000;2010-12-31T00:00:00.000;2010-12-31T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;998;20230330;2023-03-30T00:00:00.000;1190;;4;;;;;;10320;P*****;e11*2001/116*0237*08;NCFB;4;0;A;;
00NZH8;Personenauto;PEUGEOT;206+;20150303;hatchback;ZWART;Niet geregistreerd;4;908;1008;20110106;20110106;Geen verstrekking in Open Data;Ja;4;4;0;0;387;0;M1;r. kofferruimte;1418;0;0.05;244;Nee;Nee;Nee;2318;2022;Logisch;00;Ja;2015-03-03T00:00:00.000;2011-01-06T00:00:00.000;2011-01-06T00:00:00.000;;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;1360;20230309;2023-03-09T00:00:00.000;1418;;5;504;1178;;;2163;12870;2;e2*2001/116*0374*07;MKFT;0;0;C;0.00;
