kenteken;voertuigsoort;merk;handelsbenaming;vervaldatum_apk;datum_tenaamstelling;inrichting;eerste_kleur;tweede_kleur;aantal_cilinders;massa_ledig_voertuig;massa_rijklaar;datum_eerste_toelating;datum_eerste_tenaamstelling_in_nederland;wacht_op_keuren;wam_verzekerd;aantal_deuren;aantal_wielen;afstand_hart_koppeling_tot_achterzijde_voertuig;afstand_voorzijde_voertuig_tot_hart_koppeling;lengte;breedte;europese_voertuigcategorie;technische_max_massa_voertuig;volgnummer_wijziging_eu_typegoedkeuring;vermogen_massarijklaar;wielbasis;export_indicator;openstaande_terugroepactie_indicator;taxi_indicator;maximum_massa_samenstelling;jaar_laatste_registratie_tellerstand;tellerstandoordeel;code_toelichting_tellerstandoordeel;tenaamstellen_mogelijk;vervaldatum_apk_dt;datum_tenaamstelling_dt;datum_eerste_toelating_dt;datum_eerste_tenaamstelling_in_nederland_dt;api_gekentekende_voertuigen_assen;api_gekentekende_voertuigen_brandstof;api_gekentekende_voertuigen_carrosserie;api_gekentekende_voertuigen_carrosserie_specifiek;api_gekentekende_voertuigen_voertuigklasse;bruto_bpm;aantal_zitplaatsen;cilinderinhoud;toegestane_maximum_massa_voertuig;plaats_chassisnummer;maximum_last_onder_de_vooras_sen_tezamen_koppeling;catalogusprijs;type;typegoedkeuringsnummer;variant;uitvoering;aantal_rolstoelplaatsen;zuinigheidsclassificatie;registratie_datum_goedkeuring_afschrijvingsmoment_bpm;registratie_datum_goedkeuring_afschrijvingsmoment_bpm_dt;maximum_ondersteunende_snelheid;maximale_constructiesnelheid;hoogte_voertuig
4ZRL85;Personenauto;FERRARI;F 131 ABM;20230720;20221206;coupe;GEEL;Niet geregistreerd;8;1375;1475;20031103;20150226;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1720;0;0.20;260;Ja;Nee;Nee;0;2022;Geen oordeel;05;Nee;2023-07-20T00:00:00.000;2022-12-06T00:00:00.000;2003-11-03T00:00:00.000;2015-02-26T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;51982;2;3586;1720;op bodemplaat onder r. voorzitting;;;;e3*96/79*0043*00;AB;E;0;G;;;;;
50JTX4;Personenauto;FERRARI;CALIFORNIA;20230906;20090831;cabriolet;GRIJS;Niet geregistreerd;8;1775;1875;20090831;20090831;Geen verstrekking in Open Data;Ja;2;4;0;0;456;0;M1;2200;0;0.18;267;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-09-06T00:00:00.000;2009-08-31T00:00:00.000;2009-08-31T00:00:00.000;2009-08-31T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;74572;4;4297;2200;by achterzitting r.;;;F 149;e3*2001/116*0285*00;BD;EL;0;G;;;;;
50LGL8;Personenauto;FERRARI;CALIFORNIA;20230901;20220422;cabriolet;ZWART;Niet geregistreerd;8;1775;1875;20100421;20100421;Geen verstrekking in Open Data;Ja;2;4;0;0;456;0;M1;2200;0;0.18;267;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-09-01T00:00:00.000;2022-04-22T00:00:00.000;2010-04-21T00:00:00.000;2010-04-21T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;66578;4;4297;2200;by achterzitting r.;;266161;F 149;e3*2001/116*0285*00;BD;EL;0;G;;;;;
50PDX1;Personenauto;FERRARI;CALIFORNIA;20230623;20210521;cabriolet;ROOD;Niet geregistreerd;8;1755;1855;20110107;20110107;Geen verstrekking in Open Data;Ja;2;4;0;0;456;0;M1;2200;0;0.18;267;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-06-23T00:00:00.000;2021-05-21T00:00:00.000;2011-01-07T00:00:00.000;2011-01-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;66771;4;4297;2200;by achterzitting r.;;266500;F 149;e3*2001/116*0285*00;BD;EB;0;G;;;;;
50RBBB;Personenauto;FERRARI;360;20230321;20151229;cabriolet;WIT;Niet geregistreerd;8;1425;1525;20020510;20050108;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1730;1;0.19;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-03-21T00:00:00.000;2015-12-29T00:00:00.000;2002-05-10T00:00:00.000;2005-01-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55256;2;3586;1730;op bodemplaat onder r. voorzitting;0;;;e3*98/14*0043*04;AD;E;0;G;;;;;
50RGZ9;Personenauto;FERRARI;458;20231011;20211001;coupe;WIT;Niet geregistreerd;8;1490;1590;20100409;20110520;Geen verstrekking in Open Data;Ja;2;4;0;0;453;0;M1;1785;0;0.26;265;Nee;Ja;Nee;0;2022;Onlogisch;04;Ja;2023-10-11T00:00:00.000;2021-10-01T00:00:00.000;2010-04-09T00:00:00.000;2011-05-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;51712;2;4497;1785;r. voorzitting;;276433;F 142;e3*KS07/46*0025*00;AB;E;0;G;;;;;
50RPKF;Personenauto;FERRARI;612;20240213;20211211;coupe;ZWART;Niet geregistreerd;12;1825;1925;20050707;20050707;Geen verstrekking in Open Data;Ja;2;4;0;0;490;0;M1;2250;1;0.21;295;Nee;Ja;Nee;0;2023;Logisch;00;Ja;2024-02-13T00:00:00.000;2021-12-11T00:00:00.000;2005-07-07T00:00:00.000;2005-07-07T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;84992;4;5748;2250;op bodemplaat by r. voorzitting;;;;e3*2001/116*0172*00;AL;M;0;G;;;;;
50YA72;Personenauto;FERRARI;308 GTB QUATTROVALVOLE;20070720;20140929;coupe;ROOD;Niet geregistreerd;8;1342;1442;19770111;20020216;Geen verstrekking in Open Data;Nee;2;4;;;;;M1;1610;;0.00;234;Nee;Nee;Nee;;2006;Geen oordeel;05;Ja;2007-07-20T00:00:00.000;2014-09-29T00:00:00.000;1977-01-11T00:00:00.000;2002-02-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;1610;op r. balk onder motorkap;0;;;;;;;;;;;;
50YA84;Personenauto;FERRARI;DINO 308 GT 4;20230928;20040305;coupe;ROOD;Niet geregistreerd;8;1270;1370;19760630;20020419;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;;;0.00;255;Nee;Nee;Nee;;2021;Onlogisch;04;Ja;2023-09-28T00:00:00.000;2004-03-05T00:00:00.000;1976-06-30T00:00:00.000;2002-04-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;r. op balk onder motorkap;0;;;;;;;;;;;;
51FSFJ;Personenauto;FERRARI;F129AD/F355 SPIDER CABRIOLET;20240317;20200624;cabriolet;BLAUW;Niet geregistreerd;8;1510;1610;19970627;20000725;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1700;;0.00;245;Nee;Nee;Nee;;2023;Geen oordeel;05;Ja;2024-03-17T00:00:00.000;2020-06-24T00:00:00.000;1997-06-27T00:00:00.000;2000-07-25T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;44586;;;1700;tegen r. balk in motorruimte;0;;;;;;;;;;;;
51JTJ9;Personenauto;FERRARI;TESTAROSSA U9;20221115;20161110;coupe;ROOD;Niet geregistreerd;12;1700;1800;19911209;20090904;Geen verstrekking in Open Data;Nee;2;4;0;0;0;0;M1;1840;0;0.16;255;Nee;Nee;Nee;0;2021;Geen oordeel;05;Ja;2022-11-15T00:00:00.000;2016-11-10T00:00:00.000;1991-12-09T00:00:00.000;2009-09-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;53044;2;4943;1840;op r. balk onder motorkap;0;;;;;;;;;;;;
51PBJG;Personenauto;FERRARI;360;20230510;20150901;cabriolet;BLAUW;Niet geregistreerd;8;1425;1525;20040417;20040417;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1730;0;0.00;260;Nee;Nee;Nee;0;2022;Logisch;00;Ja;2023-05-10T00:00:00.000;2015-09-01T00:00:00.000;2004-04-17T00:00:00.000;2004-04-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;58105;2;3586;1730;op bodemplaat a. r. voorzitting;0;;;e3*98/14*0043*06;AD;E;0;G;;;;;
51PSJH;Personenauto;FERRARI;456;20220719;20120308;coupe;GRIJS;Niet geregistreerd;12;1825;1925;20000524;20041030;Geen verstrekking in Open Data;Ja;2;4;0;0;476;0;M1;2240;1;0.17;260;Nee;Nee;Nee;0;2021;Geen oordeel;07;Ja;2022-07-19T00:00:00.000;2012-03-08T00:00:00.000;2000-05-24T00:00:00.000;2004-10-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;73140;4;5474;2240;op r. balk onder motorkap;;;;e3*98/14*0037*01;CL;CL;0;;;;;;
51RPXZ;Personenauto;FERRARI;360;20230531;20200514;coupe;GEEL;Niet geregistreerd;8;1375;1475;19991208;20050704;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1720;1;0.20;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-05-31T00:00:00.000;2020-05-14T00:00:00.000;1999-12-08T00:00:00.000;2005-07-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;44187;2;3586;1720;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*01;AB;E;0;;;;;;
51SVP7;Personenauto;FERRARI;512.BB;20191219;20120114;coupe;GRIJS;Niet geregistreerd;12;1415;1515;19780301;20111208;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;;;0.16;250;Nee;Nee;Nee;;2017;Geen oordeel;05;Ja;2019-12-19T00:00:00.000;2012-01-14T00:00:00.000;1978-03-01T00:00:00.000;2011-12-08T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;2;4943;;l. by motorruimte;0;;;;;;;;;;;;
51TFJB;Personenauto;FERRARI;430;20230527;20220818;cabriolet;BLAUW;Niet geregistreerd;8;1495;1595;20060728;20060728;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1720;0;0.22;260;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-05-27T00:00:00.000;2022-08-18T00:00:00.000;2006-07-28T00:00:00.000;2006-07-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;75629;2;4308;1720;op bodemplaat onder r. voorzitting;;;;e3*2001/116*0043*08;ED;E;0;G;;;;;
51TTD5;Personenauto;FERRARI;360 MODENA;20200806;20120329;coupe;ZWART;Niet geregistreerd;8;1460;1560;20030101;20120329;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1730;;0.19;260;Nee;Nee;Nee;;2019;Geen oordeel;05;Ja;2020-08-06T00:00:00.000;2012-03-29T00:00:00.000;2003-01-01T00:00:00.000;2012-03-29T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;55886;2;3586;1730;a. r. voorzitting;0;;;;;;;;;;;;
51VX59;Personenauto;FERRARI;365 GTB/4;20240509;20201015;Niet geregistreerd;BLAUW;Niet geregistreerd;12;1600;1700;19780627;19780627;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;;;0.00;240;Nee;Nee;Nee;;2022;Logisch;00;Ja;2024-05-09T00:00:00.000;2020-10-15T00:00:00.000;1978-06-27T00:00:00.000;1978-06-27T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;op l. balk onder motorkap;0;;;;;;;;;;;;
51XBNX;Personenauto;FERRARI;612;20231021;20221020;coupe;GRIJS;Niet geregistreerd;12;1840;1940;20070330;20070330;Geen verstrekking in Open Data;Ja;2;4;0;0;490;0;M1;2250;4;0.20;295;Nee;Ja;Nee;0;2022;Onlogisch;04;Ja;2023-10-21T00:00:00.000;2022-10-20T00:00:00.000;2007-03-30T00:00:00.000;2007-03-30T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;86589;4;5748;2250;op bodemplaat by r. voorzitting;;317068;;e3*2001/116*0172*00;AL;E;0;G;;;;;
52LTSZ;Personenauto;FERRARI;360;20230330;20120402;cabriolet;ROOD;Niet geregistreerd;8;1425;1525;20020507;20030522;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1730;1;0.19;260;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-03-30T00:00:00.000;2012-04-02T00:00:00.000;2002-05-07T00:00:00.000;2003-05-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;53371;2;3586;1730;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*04;AD;M;0;G;;;;;
52NBT3;Personenauto;FERRARI;CALIFORNIA;20230329;20160405;cabriolet;GEEL;Niet geregistreerd;8;1775;1875;20100816;20100816;Geen verstrekking in Open Data;Ja;2;4;0;0;456;0;M1;2200;0;0.18;267;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-03-29T00:00:00.000;2016-04-05T00:00:00.000;2010-08-16T00:00:00.000;2010-08-16T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;67401;4;4297;2200;by achterzitting r.;;269864;F 149;e3*2001/116*0285*00;BD;EL;0;G;;;;;
52NTRL;Personenauto;FERRARI;360;20230601;20040218;coupe;ROOD;Niet geregistreerd;8;1265;1365;20040218;20040218;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1720;1;0.22;260;Nee;Nee;Nee;0;2022;Geen oordeel;07;Ja;2023-06-01T00:00:00.000;2004-02-18T00:00:00.000;2004-02-18T00:00:00.000;2004-02-18T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;64145;2;3586;1720;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*07;AB;C;0;G;;;;;
52PJR1;Personenauto;FERRARI;CALIFORNIA;20230328;20200130;cabriolet;ZWART;Niet geregistreerd;8;1775;1875;20100812;20110202;Geen verstrekking in Open Data;Ja;2;4;0;0;456;0;M1;2200;0;0.18;267;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-03-28T00:00:00.000;2020-01-30T00:00:00.000;2010-08-12T00:00:00.000;2011-02-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;45400;4;4297;2200;by achterzitting r.;;262705;F 149;e3*2001/116*0285*00;BD;EL;0;G;;;;;
52PPHK;Personenauto;FERRARI;MONDIAL 8;20130912;20220218;coupe;ROOD;Niet geregistreerd;8;1490;1590;19830301;20041004;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1900;0;0.10;265;Nee;Nee;Nee;0;2022;Geen oordeel;01;Ja;2013-09-12T00:00:00.000;2022-02-18T00:00:00.000;1983-03-01T00:00:00.000;2004-10-04T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;18526;;2925;1900;r. op balk in motorruimte;0;;;;;;;;;;;;
52PZZ7;Personenauto;FERRARI;CALIFORNIA;20230202;20221124;cabriolet;GRIJS;Niet geregistreerd;8;1755;1855;20090729;20110422;Geen verstrekking in Open Data;Ja;2;4;0;0;456;0;M1;2200;0;0.18;267;Ja;Ja;Nee;0;2023;Onlogisch;04;Nee;2023-02-02T00:00:00.000;2022-11-24T00:00:00.000;2009-07-29T00:00:00.000;2011-04-22T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;59959;2;4297;2200;by achterzitting r.;;;F 149;e3*2001/116*0285*00;BD;EB;0;G;;;;;
52RKN5;Personenauto;FERRARI;458;20230730;20180410;coupe;GRIJS;Niet geregistreerd;8;1490;1590;20110614;20110614;Geen verstrekking in Open Data;Ja;2;4;0;0;453;0;M1;1785;1;0.26;265;Nee;Ja;Nee;0;2022;Logisch;00;Ja;2023-07-30T00:00:00.000;2018-04-10T00:00:00.000;2011-06-14T00:00:00.000;2011-06-14T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;79581;2;4497;1785;r. dwarsbalk onder voorzitting;;328258;F 142;e3*2007/46*0040*00;AB;E;0;G;;;;;
52TTS2;Personenauto;FERRARI;355 GTS;20230415;20140131;coupe;ROOD;Niet geregistreerd;8;1420;1520;19951127;20120403;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;1680;0;0.18;245;Nee;Nee;Nee;0;2022;Geen oordeel;05;Ja;2023-04-15T00:00:00.000;2014-01-31T00:00:00.000;1995-11-27T00:00:00.000;2012-04-03T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;41119;2;3496;1680;op r. balk onder motorkap;0;;;;;;;;;;;;
52XSK1;Personenauto;FERRARI;458;20230428;20140404;coupe;WIT;Niet geregistreerd;8;1490;1590;20110428;20120717;Geen verstrekking in Open Data;Ja;2;4;0;0;453;0;M1;1785;0;0.26;265;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-04-28T00:00:00.000;2014-04-04T00:00:00.000;2011-04-28T00:00:00.000;2012-07-17T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;56056;2;4497;1785;r. dwarsbalk onder voorzitting;;307077;F 142;e3*2007/46*0040*00;AB;E;0;G;;;;;
52XSKB;Personenauto;FERRARI;599;20221008;20200530;coupe;GRIJS;Niet geregistreerd;12;1680;1780;20070219;20070915;Geen verstrekking in Open Data;Ja;2;4;0;0;467;0;M1;2000;0;0.26;275;Nee;Nee;Nee;0;2021;Geen oordeel;05;Ja;2022-10-08T00:00:00.000;2020-05-30T00:00:00.000;2007-02-19T00:00:00.000;2007-09-15T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;85126;2;5999;2000;op dwarsbalk a. r. voorzitting;;;;e3*2001/116*0227*00;AB;E;0;G;;;;;
52YB26;Personenauto;FERRARI;DINO 308 GT 4;20250211;20080731;Niet geregistreerd;ROOD;Niet geregistreerd;8;1270;1370;19760630;19791128;Geen verstrekking in Open Data;Ja;2;4;0;0;0;0;M1;0;0;0.00;255;Nee;Nee;Nee;0;2023;Geen oordeel;01;Ja;2025-02-11T00:00:00.000;2008-07-31T00:00:00.000;1976-06-30T00:00:00.000;1979-11-28T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;;;;;op r. balk onder motorkap;;;;;;;;;;;;;
53JDR7;Personenauto;FERRARI;430;20171117;20191219;coupe;ZWART;Niet geregistreerd;8;1425;1525;20050329;20090420;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1720;;0.23;260;Nee;Nee;Nee;;2016;Geen oordeel;05;Ja;2017-11-17T00:00:00.000;2019-12-19T00:00:00.000;2005-03-29T00:00:00.000;2009-04-20T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;49032;2;4308;1720;r. v.;0;;;;;;;;;;;;
53JKT7;Personenauto;FERRARI;CHALLENGE;20210323;20090619;coupe;GEEL;Niet geregistreerd;8;1265;1365;20040311;20090619;Geen verstrekking in Open Data;Ja;2;4;0;0;448;0;M1;1720;2;0.22;260;Nee;Nee;Nee;0;2020;Onlogisch;04;Ja;2021-03-23T00:00:00.000;2009-06-19T00:00:00.000;2004-03-11T00:00:00.000;2009-06-19T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;43296;2;3586;1720;op bodemplaat onder r. voorzitting;;;;e3*98/14*0043*07;AB;C;0;G;;;;;
53LLD4;Personenauto;FERRARI;F 430;20230707;20220804;cabriolet;ZWART;Niet geregistreerd;8;1565;1665;20080104;20100512;Geen verstrekking in Open Data;Ja;2;4;0;0;451;0;M1;1790;0;0.21;260;Nee;Ja;Nee;0;2022;Geen oordeel;05;Ja;2023-07-07T00:00:00.000;2022-08-04T00:00:00.000;2008-01-04T00:00:00.000;2010-05-12T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;67268;2;4308;1790;by bodemplaat r. voorzitting;;;F 131;e3*2001/116*0043*10;ED;E;0;G;;;;;
53RBJ9;Personenauto;FERRARI;360 MODENA CHALLENGE;20150427;20110502;coupe;WIT;Niet geregistreerd;8;1375;1475;20040202;20110502;Geen verstrekking in Open Data;Ja;2;4;;;;;M1;1720;;0.20;260;Nee;Nee;Nee;;2014;Niet geregistreerd;NG;Ja;2015-04-27T00:00:00.000;2011-05-02T00:00:00.000;2004-02-02T00:00:00.000;2011-05-02T00:00:00.000;https://opendata.rdw.nl/resource/3huj-srit.json;https://opendata.rdw.nl/resource/8ys7-d773.json;https://opendata.rdw.nl/resource/vezc-m2t6.json;https://opendata.rdw.nl/resource/jhie-znh9.json;https://opendata.rdw.nl/resource/kmfi-hrps.json;48840;2;3586;1720;r. dwarsbalk deurdorpel;0;;;;;;;;;;;;
